text,sentiment
RT @FelixEVargas: 4 ways #AI is tackling the world's biggest problems &amp;gt;&amp;gt; wef via MikeQuindazzi &amp;gt;&amp;gt; #Robots #MachineLearning #Dee…,1
"RT @SpirosMargaris: Can We Teach #ArtificialIntelligence 

To Think #Ethically? 

https://t.co/IkgivODnTd #fintech #insurtech #AI #MachineL…",2
"RT @Ronald_vanLoon: How does self-driving cars see the world?
by @cheddar |

#AutonomousVehicles #Automation #IoT #InternetOfThings #Future…",2
RT @EconGeopolTech: Driverless mini-bus in China from Yutong Bus. It doesn’t even have steering wheels! And it’s also 5G-enabled. (Trump is…,2
"RT @RobotAndAIWorld: Watch this @Cruise #selfdriving car navigate the streets of San Francisco, where drivers are 24 times more likely to e…",2
RT @FelixEVargas: 4 ways #AI is tackling the world's biggest problems &amp;gt;&amp;gt; wef via MikeQuindazzi &amp;gt;&amp;gt; #Robots #MachineLearning #Dee…,1
"RT @darshan_h_sheth: Our future cars could be driven in a state of floating. 

#AutonomousVehicles #AI #selfdriving  Via @alvinfoo
@kashthe…",0
"RT @SpirosMargaris: Why #SelfDrivingCars are a chance 

to design a new part of our #culture 

https://t.co/dD6zyIBkL2 @H3INL @venturebeat…",2
"RT @Thomas_Harrer: Concept #AutonomousVehicles aims to transport both passengers &amp; cargo.

? @IntEngineering &amp; @MercedesBenz
? via @MikeQui…",2
"RT @Ronald_vanLoon: The 11 Clusters of #Innovation [#INFOGRAPHICS]
 via @wef |

 #ArtificialIntelligence #MachineLearning #Mobile #Cryptocu…",1
"How much data an autonomous vehicle generates...
#data #autonomous #AutonomousVehicles #autonomouscars #Driverless… https://t.co/tApiyB7TZk",2
"ICYMI:#Technology Pioneers 2019
* 56 early to growth-stage cos from around the world that are pioneering NEW tech/… https://t.co/EJ2OtPSlUN",2
RT @FelixEVargas: 4 ways #AI is tackling the world's biggest problems &amp;gt;&amp;gt; wef via MikeQuindazzi &amp;gt;&amp;gt; #Robots #MachineLearning #Dee…,1
RT @EmbeddedAdvisor: #NeuralNetworks Can Help Make Autonomous Cars Safer!- The development of neural networks to utilize past driving data…,2
"RT @MaciekGasienica: How much data an autonomous vehicle generates...
#data #autonomous #AutonomousVehicles #autonomouscars #Driverless #li…",2
"RT @moueller1961: ICYMI:#Technology Pioneers 2019
* 56 early to growth-stage cos from around the world that are pioneering NEW tech/ innova…",2
RT @nightstollen: Be careful while you driving on hill regions especially when raining #TempleTerrorAttack #drive #MumbaiRainlive #accident…,0
"RT @HarbRimah: This remote-controlled flying insect can zoom around at 11 mph! #InTheKnow
#ai #iot #autonomous #drones #aerospace #autonomo…",1
"RT @Thomas_Harrer: Concept #AutonomousVehicles aims to transport both passengers &amp; cargo.

? @IntEngineering &amp; @MercedesBenz
? via @MikeQui…",2
"RT @alvinfoo: Our future cars could be driven in a state of floating. 

#AutonomousVehicles #AI #selfdriving 

@kashthefuturist @HaroldSinn…",0
"RT @Thomas_Harrer: Concept #AutonomousVehicles aims to transport both passengers &amp; cargo.

? @IntEngineering &amp; @MercedesBenz
? via @MikeQui…",2
"RT @Thomas_Harrer: ? #Drones stringing power lines high above the ground.
by @CNBC 

#ArtificialIntelligence #Innovation #DigitalTransforma…",2
RT @nightstollen: Be careful while you driving on hill regions especially when raining #TempleTerrorAttack #drive #MumbaiRainlive #accident…,0
"RT @Ronald_vanLoon: Futuristic #SmartCar can fit into places normal cars can't
by @DigitalTrends |

#InternetOfThings #SmartCity #IoT #Inno…",2
"RT @Ronald_vanLoon: Futuristic #SmartCar can fit into places normal cars can't
by @DigitalTrends |

#InternetOfThings #SmartCity #IoT #Inno…",2
RT @mighty_ai: .@Cruise raises $1.15B at a $19B valuation from @SoftBank and @Honda https://t.co/bHqqAW63rt @GM #SelfDrivingCars #Autonomou…,2
RT @nightstollen: Be careful while you driving on hill regions especially when raining #TempleTerrorAttack #drive #MumbaiRainlive #accident…,0
"#futur #Futurism #AutonomousVehicles
??? Les défis des fabricants de voitures autonomes. Article intéressant.
V/… https://t.co/7geK54QMDp",2
Is the ICE doomed? Time to buy cars now that will be classics! Which ones are you considering? For me - the last ma… https://t.co/MsmosYDXzx,2
"Future electric cars must focus on battery, architecture development | The Future Car: A Siemens Podcast… https://t.co/ItCWSUVOcG",2
"RT @HarbRimah: The future of driving is invisible! and see through cars 
#AR #VR #XR #Mobile #IoT #Digital #UX #UI #AutonomousVehicles 

@V…",2
Les 2 défis majeurs que devront relever les voitures ?? autonomes ? Les réponses du #WorldEconomicForum ??… https://t.co/zTbA14DD4y,2
RT @nightstollen: Be careful while you driving on hill regions especially when raining #TempleTerrorAttack #drive #MumbaiRainlive #accident…,0
RT @nightstollen: Be careful while you driving on hill regions especially when raining #TempleTerrorAttack #drive #MumbaiRainlive #accident…,0
RT @nvidiadrive: Safety is what drives us. And it’s why we’re working with the industry to ensure #autonomousvehicles meet the highest qual…,2
"RT @Ronald_vanLoon: The 11 Clusters of #Innovation [#INFOGRAPHICS]
 via @wef |

 #ArtificialIntelligence #MachineLearning #Mobile #Cryptocu…",1
An estimated 21% of vehicle transport in Europe will be autonomous by 2030 (@strategyand). How can carmakers compet… https://t.co/tOcyGaZMyt,2
RT @mvollmer1: #Uber electric air taxis to take flight in Melbourne from 2020 #SelfDriving #Driverless #AutonomousVehicles #SelfDrivingCars…,2
Cruise Is Testing Emergency Vehicle Detection For Autonomous Cars #AutonomousVehicles #SelfDrivingCars… https://t.co/fImQ8Zy9l1,2
RT @nightstollen: Be careful while you driving on hill regions especially when raining #TempleTerrorAttack #drive #MumbaiRainlive #accident…,0
"#5G networks aim to crush #4G speeds with 10x increases (10 to 100Mbps) — @MikeQuindazzi

#AR #VR #AI #IoT #IIoT… https://t.co/rPIOJquh7a",0
"RT @Thomas_Harrer: ? #Drones stringing power lines high above the ground.
by @CNBC 

#ArtificialIntelligence #Innovation #DigitalTransforma…",2
"RT @dgrandat: #5G networks aim to crush #4G speeds with 10x increases (10 to 100Mbps) — @MikeQuindazzi

#AR #VR #AI #IoT #IIoT #BigData #Au…",0
RT @nightstollen: Be careful while you driving on hill regions especially when raining #TempleTerrorAttack #drive #MumbaiRainlive #accident…,0
RT @stratandbiz: An estimated 21% of vehicle transport in Europe will be autonomous by 2030 (@strategyand). How can carmakers compete for c…,2
#Uber warns UK not to over-regulate #self-driving cars https://t.co/Q8FW9ke6oY #regulation #mobility #law #autonomouscars @Preventionrout,2
RT @nightstollen: Be careful while you driving on hill regions especially when raining #TempleTerrorAttack #drive #MumbaiRainlive #accident…,0
RT @nightstollen: Be careful while you driving on hill regions especially when raining #TempleTerrorAttack #drive #MumbaiRainlive #accident…,0
"Always good to gather, regroup and keep each other updated - thanks for visiting guys (our partners in India), we a… https://t.co/sx114WQEfG",2
RT @aerodriveindia: No steering wheel. No pedals. No gearshift. Just a joystick! Inspired by the first fly-by-wire A320 aircraft. Transform…,2
"RT @alvinfoo: Our future cars could be driven in a state of floating. 

#AutonomousVehicles #AI #selfdriving 

@kashthefuturist @HaroldSinn…",0
Moovita scales #moovAvForIndia #indiaAv #autonomousdriving  #india,2
"Blijft bijzonder hoe accuraat Tesla’s AutoPilot techniek is. Niet alleen ‘ziet’ ‘ie alle auto’s om mij heen, maar z… https://t.co/KlxuxlWtko",2
"RT @alvinfoo: Our future cars could be driven in a state of floating. 

#AutonomousVehicles #AI #selfdriving 

@kashthefuturist @HaroldSinn…",0
RT @nightstollen: Be careful while you driving on hill regions especially when raining #TempleTerrorAttack #drive #MumbaiRainlive #accident…,0
"RT @sensible4ltd: Sensible 4 and GACHA featured on @NNAASIA in Japanese

#AutonomousVehicles #selfdriving https://t.co/EpXrpdVjy8",2
"Our #future cars could be driven in a state of floating. 

#AutonomousVehicles #AI #selfdriving 

@antgrasso… https://t.co/daLJpcUroF",2
Take 2 minutes and read the new publication in @Medium of our CTO @Gabriel_Giani about the new GPS technologies to… https://t.co/7o4ILRH6qN,2
"RT @arkessa: Self-driving cars face two important challenges, says World Economic Forum executive. #AutonomousVehicles #SelfDrivingCars #Sm…",2
"RT @moovita_group: Always good to gather, regroup and keep each other updated - thanks for visiting guys (our partners in India), we are go…",1
"RT @automeme: Our #future cars could be driven in a state of floating. 

#AutonomousVehicles #AI #selfdriving 

@antgrasso @evankirstel @ip…",0
"Everything one needs to know about #autonomousvehicles according to @DigitalTrends.

#MindofMovement #AV… https://t.co/VGnZKGe6FE",2
"RT @Ronald_vanLoon: #AI Explained in 101 Seconds
by @Qualcomm |

#ArtificialIntelligence #InternetOfThings #IoT #Smartphones #Healthcare #H…",2
"IMARC Group: The global automotive multi-wheel drive market is being driven by the safety, stability, control and f… https://t.co/DFDcY3y5L6",2
"RT stratandbiz ""An estimated 21% of vehicle transport in Europe will be autonomous by 2030 (strategyand). How can c… https://t.co/oUEdQXpKqr",2
"Our future cars could be driven in a state of floating. 

#AutonomousVehicles #AI #selfdriving 

@kashthefuturist… https://t.co/sSelHf5Cbu",2
"RT @automeme: Our #future cars could be driven in a state of floating. 

#AutonomousVehicles #AI #selfdriving 

@antgrasso @evankirstel @ip…",0
"MORE on #Technology Pioneers 2019
*Of those selected, at least 20 cos say they are using #AI or #machinelearning… https://t.co/aHasZKRoY5",2
"RT @moueller1961: MORE on #Technology Pioneers 2019
*Of those selected, at least 20 cos say they are using #AI or #machinelearning #ML in s…",2
"RT @moovita_group: Always good to gather, regroup and keep each other updated - thanks for visiting guys (our partners in India), we are go…",1
RT @stratandbiz: An estimated 21% of vehicle transport in Europe will be autonomous by 2030 (@strategyand). How can carmakers compete for c…,2
"RT @SpirosMargaris: Can We Teach #ArtificialIntelligence 

To Think #Ethically? 

https://t.co/IkgivODnTd #fintech #insurtech #AI #MachineL…",2
"In the last 24 months alone, the global automotive industry has invested $120 billion in mobility startups and comp… https://t.co/oMrP9hqzQ0",2
"RT @moueller1961: MORE on #Technology Pioneers 2019
*Of those selected, at least 20 cos say they are using #AI or #machinelearning #ML in s…",2
"RT @Ronald_vanLoon: The 11 Clusters of #Innovation [#INFOGRAPHICS]
 via @wef |

 #ArtificialIntelligence #MachineLearning #Mobile #Cryptocu…",1
"RT @alvinfoo: Our future cars could be driven in a state of floating. 

#AutonomousVehicles #AI #selfdriving 

@kashthefuturist @HaroldSinn…",0
"How #selfDrivingCars Will Cope With Unruly Riders 
#RatingsRiders #AutonomousVehicles #AutonomousCar… https://t.co/b94VtgMZLZ",2
"Simcenter STAR-CCM+, like Austin’s butterfly, is built on these same principles. #siemenschip2city… https://t.co/FgUvzFIkv8",2
RT @nightstollen: Be careful while you driving on hill regions especially when raining #TempleTerrorAttack #drive #MumbaiRainlive #accident…,0
"RT @andresvilarino: How #selfDrivingCars Will Cope With Unruly Riders 
#RatingsRiders #AutonomousVehicles #AutonomousCar #DriverlessCars #s…",2
"RT @SpirosMargaris: Can We Teach #ArtificialIntelligence 

To Think #Ethically? 

https://t.co/IkgivODnTd #fintech #insurtech #AI #MachineL…",2
"RT @automeme: Our #future cars could be driven in a state of floating. 

#AutonomousVehicles #AI #selfdriving 

@antgrasso @evankirstel @ip…",0
"China issues T4 licenses to Baidu as driverless car tests begin on public roads (TechNode)
https://t.co/s2kvZk1T62… https://t.co/mOO1osVvLy",2
"In the last 24 months alone, the global automotive industry has invested $120 billion in mobility startups and comp… https://t.co/FtuFWKgltT",2
RT @cpomagazine: Many #driverlesscar manufacturers and #cybersecurity experts are confident that better intrusion prevention technologies w…,2
"RT @Fisher85M: The #IoT Enabled #SmartCity {Infographic}

#CyberSecurity #Industry40 #AR #smartgrid #sensors #BigData #Analytics #RFID #Aut…",2
"RT @alvinfoo: Our future cars could be driven in a state of floating. 

#AutonomousVehicles #AI #selfdriving 

@kashthefuturist @HaroldSinn…",0
"RT @Thomas_Harrer: Concept #AutonomousVehicles aims to transport both passengers &amp; cargo.

? @IntEngineering &amp; @MercedesBenz
? via @MikeQui…",2
"RT @automeme: Our #future cars could be driven in a state of floating. 

#AutonomousVehicles #AI #selfdriving 

@antgrasso @evankirstel @ip…",0
"RT @arkessa: Self-driving cars face two important challenges, says World Economic Forum executive. #AutonomousVehicles #SelfDrivingCars #Sm…",2
"RT @Thomas_Harrer: ? #Drones stringing power lines high above the ground.
by @CNBC 

#ArtificialIntelligence #Innovation #DigitalTransforma…",2
"RT @automeme: Our #future cars could be driven in a state of floating. 

#AutonomousVehicles #AI #selfdriving 

@antgrasso @evankirstel @ip…",0
"RT @Thomas_Harrer: ? #Drones stringing power lines high above the ground.
by @CNBC 

#ArtificialIntelligence #Innovation #DigitalTransforma…",2
"RT @automeme: Our #future cars could be driven in a state of floating. 

#AutonomousVehicles #AI #selfdriving 

@antgrasso @evankirstel @ip…",0
"RT @Ronald_vanLoon: Futuristic #SmartCar can fit into places normal cars can't
by @DigitalTrends |

#InternetOfThings #SmartCity #IoT #Inno…",2
"In the last 24 months alone, the global automotive industry has invested $120 billion in mobility startups and comp… https://t.co/vt4jSyZO1u",2
"RT @andresvilarino: How #selfDrivingCars Will Cope With Unruly Riders 
#RatingsRiders #AutonomousVehicles #AutonomousCar #DriverlessCars #s…",2
"The 11 Clusters of #Innovation [#INFOGRAPHICS]
 via @wef |

 #ArtificialIntelligence #MachineLearning #Mobile… https://t.co/0KIHCqp8OH",2
RT @nightstollen: Be careful while you driving on hill regions especially when raining #TempleTerrorAttack #drive #MumbaiRainlive #accident…,0
"RT @HarbRimah: The 11 Clusters of #Innovation [#INFOGRAPHICS]
 via @wef |

 #ArtificialIntelligence #MachineLearning #Mobile #Cryptocurrenc…",1
RT @EconGeopolTech: Driverless mini-bus in China from Yutong Bus. It doesn’t even have steering wheels! And it’s also 5G-enabled. (Trump is…,2
"Quand l’intelligence artificielle se trompe : #IA et #ethique , une alchimie complexe !  #driverless… https://t.co/kJKMPPwfc4",2
RT @nightstollen: Be careful while you driving on hill regions especially when raining #TempleTerrorAttack #drive #MumbaiRainlive #accident…,0
"RT @Fisher85M: The #IoT Enabled #SmartCity {Infographic}

#CyberSecurity #Industry40 #AR #smartgrid #sensors #BigData #Analytics #RFID #Aut…",2
"This futuristic bus is 100% #ElectricVehicle and #SelfDriving
@IntEngineering via @MikeQuindazzi #MWC19… https://t.co/LQO7m7rh32",2
"RT @HarbRimah: This futuristic bus is 100% #ElectricVehicle and #SelfDriving
@IntEngineering via @MikeQuindazzi… https://t.co/a6KK0sG5wv",2
"RT @BenedicteRios: RT @HarbRimah: This futuristic bus is 100% #ElectricVehicle and #SelfDriving
@IntEngineering via @MikeQuindazzi #MWC19 #…",2
RT @EconGeopolTech: Driverless mini-bus in China from Yutong Bus. It doesn’t even have steering wheels! And it’s also 5G-enabled. (Trump is…,2
"In the last 24 months alone, the global automotive industry has invested $120 billion in mobility startups and comp… https://t.co/wQ4mSigBWF",2
Lucky to present our project at the annual meeting of the @ERTRAC_EU Member States and National Technology Platform… https://t.co/c2tB3dRVq7,2
"RT @HarbRimah: The 11 Clusters of #Innovation [#INFOGRAPHICS]
 via @wef |

 #ArtificialIntelligence #MachineLearning #Mobile #Cryptocurrenc…",1
